no,pair_id,source_type,label,persona,scenario,turn_count,history,response,orig_no_history,orig_no_response,orig_reason
390,p23,cross_scenario,부적절,형제·자매,일상 대화,4,"나: 요즘 계속 피곤해 보이는데 일이 많아?
형: 일도 많은데 주말 약속까지 계속 겹쳤어.
나: 한 주라도 약속을 미루면 안 돼?
형: 이번 달까지만 지나면 좀 나아질 것 같아.",그 상황이면 누구라도 힘들었을 거야. 조금 가라앉으면 다음 일을 같이 생각해보자.,476,60,X1
391,p24,cross_scenario,부적절,선후배,질문·요청,4,"나: 혼자 판단하기 어려운 일이 있으신가요?
선배: 어디서부터 시작해야 할지 감이 오지 않습니다.
나: 원하시는 결과가 무엇인가요?
선배: 업무 인수인계 문서는 어느 정도까지 자세히 쓰는 게 좋아?",기대했던 만큼 더 속상했겠다. 네 마음부터 챙기는 게 먼저인 것 같아요.,182,61,X1
392,p26,cross_scenario,부적절,친구,질문·요청,4,"나: 혼자 하다가 막힌 게 있어?
친구: 부탁할 게 하나 있어.
나: 어느 부분을 확인하면 돼?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 앞으로는 결정 전에 한 번 더 이야기하자.,447,63,X1
393,p32,cross_scenario,부적절,선후배,업무 대화,3,"후배: 작업 결과가 나와서 공유드리려고 해요.
나: 어떤 부분이 달라졌나요?
후배: 프로젝트 발표 순서는 우리 팀이 세 번째예요",그 말을 꺼내는 것도 쉽지 않았겠다. 한 번의 결과로 네 노력이 사라지는 건 아니야.,229,73,X1
394,p33,cross_scenario,부적절,형제·자매,정보 공유,4,"나: 확인해야 할 내용은 다 정리됐어?
언니: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
언니: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",계속 신경 쓰였을 텐데 잘 말해줬어. 혼자 감당하지 말고 힘들면 나한테 말해.,330,76,X1
395,p37,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,4,"나: 선택지 때문에 망설이는 부분이 있나요?
선임: 선택지가 여러 개라 기준을 잡지 못했어요.
나: 원하시는 결과가 무엇인가요?
선임: 회의에서 의견 충돌이 있을 때 어떻게 정리해서 말하는 게 좋을까요?","응, 제가 맡아서 확인해보겠습니다. 진행 상태도 중간에 알려드릴게요.",201,85,X1
396,p40,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,2,"나: 아까 문의하실 내용이 있다고 들었어요.
선임: 오류가 발생한 계정 목록을 정리해서 공유해주실 수 있나요?","내 생각에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 지금 당장 해결하려 하기보다 대화할 수 있는 시간을 먼저 잡아봐.",123,90,X1
397,p41,cross_scenario,부적절,부모님,질문·요청,3,"엄마: 급한 건 아닌데 부탁 하나 해도 돼?
나: 뭘 부탁하려고 했어?
엄마: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?",그 얘기를 꺼내기까지 생각이 많았겠다. 혼자 계속 생각하고 있었던 것 같네. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,365,92,X1
398,p43,cross_scenario,부적절,친구,일상 대화,3,"친구: 그러고 보니 얘기해줄 게 있어.
나: 그래서 어떻게 됐어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어",그런 기분이 들면 혼자 견디기 힘들지. 서두르지 말고 편하게 얘기해. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,489,95,X1
399,p46,cross_scenario,부적절,형제·자매,질문·요청,4,"나: 선택지 때문에 망설이는 게 있어?
언니: 일단 해보기 전에 한 번 물어보고 싶었어.
나: 지금까지 해본 건 뭐가 있어?
언니: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까?",평소보다 더 허전하겠네. 저녁에 내가 들를 테니까 같이 밥 먹자.,138,104,X1
400,p48,cross_scenario,부적절,연인,정보 공유,1,연인: 다음 달부터 관리비 납부일이 25일로 바뀐대,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 필요한 시간에 맞춰둘게.,361,106,X1
401,p49,cross_scenario,부적절,형제·자매,질문·요청,3,"언니: 일단 지금 기준으로 결정된 게 있어.
나: 응, 확인된 내용 말해줘.
언니: 토요일과 일요일 중 어느 날이 더 편해?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 다른 사람에게 말하기 전에 꼭 확인할게.,142,108,X1
402,p50,cross_scenario,부적절,친구,질문·요청,2,"나: 확인해줬으면 하는 게 있어?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?","그래. 당장은 그 계획대로 해보고, 필요하면 다시 조정하자. 필요하면 그때 다시 조정하자.",298,110,X1
403,p54,cross_scenario,부적절,친구,질문·요청,2,"나: 일정은 어떻게 정해졌어?
친구: 자료는 메일과 메신저 중 어디로 보내면 돼?",많이 긴장되고 부담됐겠다. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,374,114,X1
404,p57,cross_scenario,부적절,선후배,업무 대화,1,후배: 어제 배포한 버전은 현재까지 특이사항이 없습니다,그랬구나. 요즘 많이 지쳤나 보네요. 그 상황이 왜 마음에 남는지 이해돼. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,207,118,X1
405,p58,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,4,"나: 진행 상황에서 달라진 부분이 있나요?
팀장: 예상과 조금 다른 결과가 나왔어요.
나: 그럼 다음 작업은 무엇인가요?
팀장: 고객사에서 수정된 기능을 확인했다고 연락 왔습니다","우선 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 혼자 판단하기 어렵다면 관련된 사람과 기준부터 맞춰봐.",359,122,X1
406,p72,cross_scenario,부적절,선후배,업무 대화,2,"나: 혼자 판단하기 어려운 일이 있으신가요?
후배: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까요?","이 경우에는 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 대화가 격해지면 잠깐 멈추고 다시 이야기할 시간을 정해봐.",117,144,X1
407,p75,cross_scenario,부적절,친구,질문·요청,4,"나: 지난번에 물어본 건 답 왔어?
친구: 일정이 정해져서 미리 알려주려고 했어.
나: 그래, 현재 상황이 어떻게 돼?
친구: 그 내용은 다른 사람들에게도 공유해도 돼?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 빠뜨리지 않도록 메모해둘게.,36,147,X1
408,p81,cross_scenario,부적절,선후배,업무 대화,4,"나: 현재 기준으로 결정된 내용이 있나요?
선배: 관련된 분들과 이야기해서 정리했습니다.
나: 네, 어떻게 정해졌나요?
선배: 오늘 회의는 세 시에서 네 시로 변경됐어요","복잡하게 보기보다 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 그다음 결과를 보고 다음 단계를 정하면 됩니다.",70,162,X1
409,p82,cross_scenario,부적절,형제·자매,정보 공유,4,"나: 확인해야 할 내용은 다 정리됐어?
언니: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
언니: 배포 일정은 목요일 밤 열 시로 확정됐습니다","응, 지금은 무리해서 결론 내리지 않고 조금 더 지켜보자. 지금은 추가로 바꿀 건 없어 보여.",210,165,X1
410,p86,cross_scenario,부적절,친구,정보 공유,4,"나: 확인해야 할 내용은 다 정리됐어?
친구: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
친구: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어","우선 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 지금 당장 해결하려 하기보다 대화할 수 있는 시간을 먼저 잡아봐.",426,173,X1
411,p87,cross_scenario,부적절,형제·자매,정보 공유,3,"오빠: 하나만 도와줄 수 있어?
나: 응, 구체적으로 얘기해봐.
오빠: 숙소 체크인은 세 시부터 가능하대. 이동 시간 다시 계산해줄래?","내 생각에는 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 상대의 답을 재촉하지 말고 네 의도부터 분명하게 전달해봐.",79,174,X1
412,p88,cross_scenario,부적절,연인,질문·요청,2,"나: 마음에 걸리는 일 있으면 편하게 말해.
연인: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?","이 경우에는 부담이 덜한 짧은 안부부터 보내고, 바로 답을 요구하기보다 상대가 편할 때 답할 수 있게 말해봐. 네가 바라는 변화가 무엇인지 구체적으로 말하는 게 좋아.",217,175,X1
413,p99,cross_scenario,부적절,선후배,업무 대화,3,"선배: 비슷한 경험이 있으시면 조언을 듣고 싶습니다.
나: 어떤 점이 가장 고민되세요?
선배: 인수인계 문서는 어느 수준까지 자세히 작성해야 할까요?","네, 우선 현재 업무를 마무리하고 저녁에 다시 이야기하겠습니다.",350,197,X1
414,p100,cross_scenario,부적절,부모님,정보 공유,3,"엄마: 변경된 부분이 하나 있어.
나: 시간은 그대로야?
엄마: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 혹시 문제가 생기면 먼저 말할게.,131,198,X1
415,p101,cross_scenario,부적절,친구,질문·요청,2,"나: 아까 이야기한 계획은 그대로야?
친구: 예약 인원은 네 명으로 넣으면 되는 거지?","우선 잘잘못부터 따지기보다 불편했던 행동과 다음부터 원하는 기준을 구체적으로 말하고, 상대 설명도 끝까지 들어봐. 해본 뒤 마음이 더 복잡해지면 믿을 만한 사람에게 다시 이야기해봐.",322,199,X1
416,p107,cross_scenario,부적절,형제·자매,질문·요청,1,오빠: 배송지를 회사로 바꿔도 괜찮아?,혼자 있는 시간이 계속되면 더 가라앉을 수 있겠다. 이번 주말에는 같이 밥 먹고 산책이라도 하자.,167,211,X1
417,p109,cross_scenario,부적절,부모님,정보 공유,2,"나: 일정은 어떻게 정해졌어?
엄마: 다음 달부터 관리비 납부일이 25일로 바뀐대",알겠어. 이번 주는 정한 만큼만 해보고 상태를 보자. 필요하면 그때 다시 조정하자.,387,219,X1
418,p113,cross_scenario,부적절,연인,질문·요청,2,"나: 뭔가 신경 쓰이는 일이 있는 것 같아.
연인: 요즘 내가 사소한 일에도 너무 예민한 것 같아. 너도 그렇게 보여?",원래 좋아하던 일도 버겁게 느껴질 만큼 지쳤구나. 이번 주는 억지로 하지 말고 좀 쉬어.,240,228,X1
419,p119,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,3,"팀장: 잠깐 확인해주셨으면 하는 내용이 있습니다.
나: 네, 필요한 내용부터 말씀해주세요.
팀장: 고객사에 보내기 전에 메일 내용을 한번 검토해주세요",좋아. 같은 일이 없도록 이 기준을 지키자. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,263,239,X1
420,p127,cross_scenario,부적절,부모님,질문·요청,2,"나: 오늘은 평소보다 말이 없네. 무슨 일 있었어?
엄마: 잘 쉬고 있는데도 피곤한데 혹시 내가 무리하고 있는 것처럼 보여?",사람들 앞에서 가볍게 다뤄져서 속상했겠다. 다음에는 그러지 말아달라고 차분히 이야기해보자.,111,261,X1
421,p131,cross_scenario,부적절,형제·자매,업무 대화,2,"나: 혼자 판단하기 어려운 일이 있어?
동생: 업무가 한꺼번에 몰렸을 때 우선순위를 어떻게 정하는 게 좋을까?","그래. 당장은 그 계획대로 해보고, 필요하면 다시 조정하자. 일정이 가까워지면 한 번 더 확인하자.",221,275,X1
422,p137,cross_scenario,부적절,부모님,정보 공유,4,"나: 지난번에 물어본 건 답 왔어?
엄마: 일단 지금 기준으로 결정된 게 있어.
나: 다른 변경 사항은 없어?
엄마: 계약서는 금요일 오후에 작성하기로 했어","응, 조금 더 들어보고 싶어. 네 입장에서 어떤 점이 힘든지 궁금해. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?",409,286,X1
423,p138,cross_scenario,부적절,부모님,질문·요청,1,아빠: 내일 병원에서 검사 결과를 듣는데 같이 가줄 수 있니?,그랬구나. 요즘 많이 지쳤나 보네. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,8,289,X1
424,p140,cross_scenario,부적절,친구,질문·요청,2,"나: 선택지 때문에 망설이는 게 있어?
친구: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까?",그렇게 느끼게 해서 미안해. 어떤 일이 반복됐는지 말해주면 제대로 듣고 고칠게.,354,291,X1
425,p141,cross_scenario,부적절,부모님,질문·요청,1,아빠: 여행 숙소를 고를 때 위치와 가격 중 어느 쪽을 먼저 봐야 할까?,"가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 우선순위가 애매하면 마감과 영향 범위부터 비교해봐.",226,292,X1
426,p142,cross_scenario,부적절,부모님,질문·요청,2,"나: 아빠, 스마트폰으로 병원 예약하는 거 어려워?
아빠: 응. 진료과를 고른 다음에는 어디를 눌러야 하는지 모르겠어.",많이 긴장되고 부담됐겠다. 필요하면 내가 옆에서 같이 정리해볼게.,294,293,X1
427,p146,cross_scenario,부적절,형제·자매,질문·요청,4,"나: 지금 기준으로 정해진 게 있어?
오빠: 확인된 내용이 있어서 말해두려고.
나: 언제부터 그렇게 하면 돼?
오빠: 회의 시간이 네 시로 바뀐 거 확인했어?","우선 잘잘못부터 따지기보다 불편했던 행동과 다음부터 원하는 기준을 구체적으로 말하고, 상대 설명도 끝까지 들어봐. 대화가 격해지면 잠깐 멈추고 다시 이야기할 시간을 정해봐.",255,303,X1
428,p147,cross_scenario,부적절,연인,질문·요청,3,"연인: 부탁할 게 하나 있어.
나: 어느 부분을 확인하면 돼?
연인: 내일 면접 전에 자기소개 한번 들어봐 줄래?",계속 마음에 걸렸겠네. 그 상황이 왜 마음에 남는지 이해돼. 그중에서 네가 가장 기억에 남는 건 뭐야?,191,304,X1
429,p149,cross_scenario,부적절,연인,질문·요청,1,연인: 토요일과 일요일 중 어느 날이 더 편해?,"알겠어. 앞으로는 먼저 네 의사를 확인하고, 싫다고 하면 이야기하지 않을게.",156,310,X1
430,p150,cross_scenario,부적절,친구,질문·요청,1,친구: 업무 인수인계 문서는 어느 정도까지 자세히 쓰는 게 좋아?,사람들 앞에서 네 이야기를 가볍게 한 건 미안해. 다음부터는 먼저 네 의사를 확인할게.,246,311,X1
431,p151,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,4,"나: 방법을 같이 생각해봤으면 하는 부분이 있나요?
팀장: 어떻게 하는 게 좋을지 고민되는 부분이 있어요.
나: 어떤 기준으로 결정하고 싶으신가요?
팀장: 업무가 한꺼번에 몰렸을 때 우선순위를 어떻게 정하는 게 좋을까요?","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 한 번에 결론을 내리기보다 네가 원하는 점부터 짧게 정리해봐.",80,312,X1
432,p154,cross_scenario,부적절,부모님,정보 공유,1,아빠: 숙소 체크인은 세 시부터 가능하대. 이동 시간 다시 계산해줄래?,같이 있어도 외롭게 느껴졌겠네. 다음에 만나면 아빠 이야기도 편하게 해봐. 내가 먼저 들어줄게.,236,316,X1
433,p155,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,2,"나: 확인해드릴 내용이 있나요?
팀장: 오류가 발생한 계정 목록을 정리해서 공유해주실 수 있나요?",알겠어. 앞으로는 방금 정한 기준대로 하죠. 다른 내용은 그대로 두면 됩니다.,41,317,X1
434,p157,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 요즘 생각이 많아 보이더라. 괜찮아?
형: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",그 말을 꺼내는 것도 쉽지 않았겠다. 네 마음부터 챙기는 게 먼저인 것 같아.,276,320,X1
435,p160,cross_scenario,부적절,부모님,정보 공유,2,"나: 변경된 내용 있으면 말해줘.
아빠: 오늘 회의는 세 시에서 네 시로 변경됐어요",계속 신경 쓰였을 텐데 잘 말해줬어. 필요하면 내가 옆에서 같이 정리해볼게.,254,327,X1
436,p161,cross_scenario,부적절,부모님,일상 대화,2,"나: 그 뒤에 어떻게 됐는지 궁금했어.
아빠: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어",네가 유난스러운 게 아니라 충분히 힘들 만한 일이야. 한 번의 결과로 네 노력이 사라지는 건 아니야.,32,329,X1
437,p164,cross_scenario,부적절,연인,업무 대화,3,"연인: 어떻게 하는 게 나을지 고민되는 게 있어.
나: 어떤 기준으로 결정하고 싶어?
연인: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까?",사람들 사이에 있어도 외롭게 느껴졌구나. 요즘 무슨 일이 있었는지 천천히 말해봐.,384,332,X1
438,p166,cross_scenario,부적절,친구,정보 공유,1,친구: 다음 달부터 관리비 납부일이 25일로 바뀐대,좋아하던 것도 귀찮을 만큼 기운이 없구나. 이번에는 억지로 가지 말고 푹 쉬어.,184,334,X1
439,p167,cross_scenario,부적절,선후배,질문·요청,2,"나: 제가 도울 수 있는 일이면 말씀해주세요.
선배: 집주인에게 보낼 문자가 어색하지 않은지 읽어봐 주실 수 있나요?","가장 먼저 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 상대 반응을 단정하지 말고 네가 느낀 점부터 설명해봐.",400,336,X1
440,p170,cross_scenario,부적절,형제·자매,정보 공유,1,형: 병원 예약이 다음 주 화요일 오전 열 시로 잡혔어. 캘린더에 적어줄래?,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게. 진행하면서 마지막으로 한 번 더 검토할게.,28,342,X1
441,p177,cross_scenario,부적절,선후배,정보 공유,2,"나: 일정은 어떻게 정해졌나요?
후배: 휴가 신청은 이번 주 안에 제출하면 된대","가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 선택지가 많으면 꼭 필요한 조건 세 개만 먼저 정해봐.",99,356,X1
442,p178,cross_scenario,부적절,친구,질문·요청,4,"나: 아까 연락한 이유가 부탁할 게 있어서였어?
친구: 급한 건 아닌데 부탁 하나 해도 돼?
나: 뭘 부탁하려고 했어?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게.,205,357,X1
443,p184,cross_scenario,부적절,친구,질문·요청,1,친구: 이번 모임 예약을 대신해줄 수 있어?,"복잡하게 보기보다 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",113,368,X1
444,p185,cross_scenario,부적절,연인,정보 공유,1,연인: 휴가 신청은 이번 주 안에 제출하면 된대,그건 내가 조심했어야 했어. 사람들 앞에서 불편하게 해서 미안해.,171,369,X1
445,p186,cross_scenario,부적절,선후배,정보 공유,4,"나: 그 일은 어떻게 진행하기로 했나요?
후배: 현재 상황만 간단히 말씀드릴게요.
나: 현재 상황이 어떻게 되나요?
후배: 휴가 신청은 이번 주 안에 제출하면 된대","우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 필요한 정보가 부족하면 추측하기보다 먼저 확인해봐.",333,372,X1
446,p190,cross_scenario,부적절,형제·자매,정보 공유,4,"나: 변경된 내용 있으면 말해줘.
언니: 계획을 조금 조정해서 말해두려고.
나: 그 기준으로 진행하면 되는 거야?
언니: 예약 인원은 네 명으로 최종 확인됐어","응, 조금 더 들어보고 싶어. 그 일 이후의 상황도 천천히 들어볼게. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?",102,382,X1
447,p194,cross_scenario,부적절,연인,질문·요청,1,연인: 여행 숙소를 고를 때 위치와 가격 중 어느 쪽을 먼저 봐야 할까?,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 진행 상태도 중간에 알려줄게.,373,391,X1
448,p197,cross_scenario,부적절,선후배,업무 대화,3,"선배: 확인된 내용이 있어서 말씀드리려고 합니다.
나: 그 기준으로 진행하면 되는 건가요?
선배: 보고서 검토는 팀장님 확인 후 마무리하겠습니다",좋아. 같은 일이 없도록 이 기준을 지키자. 변경 사항이 생기면 다시 알려주세요.,72,397,X1
449,p198,cross_scenario,부적절,연인,정보 공유,2,"나: 확인해야 할 내용은 다 정리됐어?
연인: 택배는 오늘 저녁 여덟 시쯤 도착 예정이래",그렇게 느끼게 해서 미안해. 다음부터는 네 이야기를 꺼내기 전에 먼저 물어볼게.,130,398,X1
450,p201,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 아까 이야기한 계획은 그대로야?
언니: 토요일과 일요일 중 어느 날이 더 편해?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 중간에 쉬고 싶으면 말해.,290,404,X1
451,p204,cross_scenario,부적절,부모님,질문·요청,1,엄마: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?,알겠어. 당분간은 현재 계획을 유지해보자.,441,410,X1
452,p205,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 아까 물어볼 게 있다던데 뭔데?
형: 이번 모임 예약을 대신해줄 수 있어?",그 얘기를 꺼내기까지 생각이 많았겠다. 말로 꺼내니 마음이 조금은 정리됐으면 좋겠다. 그중에서 네가 가장 기억에 남는 건 뭐야?,132,412,X1
453,p206,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,2,"나: 확인해드릴 내용이 있나요?
팀장: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?","우선 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 혼자 계속 생각하기보다 작은 행동 하나를 정해보는 것도 좋아.",161,413,X1
454,p207,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,3,"동료: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
동료: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?","그래요. 당장은 그 계획대로 해보고, 필요하면 다시 조정하죠. 지금은 추가로 바꿀 건 없어 보여.",466,417,X1
455,p210,cross_scenario,부적절,친구,질문·요청,4,"나: 필요한 거 있으면 말해.
친구: 잠깐 확인해줬으면 하는 게 있어.
나: 응, 구체적으로 얘기해봐.
친구: 여행 숙소 두 군데 중에 어디가 나은지 같이 봐줄래?",사람들 사이에서도 혼자라고 느꼈구나. 그동안 누구한테도 말 못 해서 더 답답했겠다.,494,420,X1
456,p215,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 선택지 때문에 망설이는 게 있어?
언니: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?",네가 유난스러운 게 아니라 충분히 힘들 만한 일이야. 지금까지 버틴 것만으로도 충분히 잘했어.,234,432,X1
457,p216,cross_scenario,부적절,연인,정보 공유,2,"나: 아까 확인한 내용 있다고 했지?
연인: 휴가 신청은 이번 주 안에 제출하면 된대",그럼 다음부터는 지금 합의한 방식으로 진행하자. 일정이 가까워지면 한 번 더 확인하자.,200,433,X1
458,p217,cross_scenario,부적절,연인,질문·요청,3,"연인: 방금 답이 와서 공유하려고 해.
나: 그럼 다음에는 뭘 하면 돼?
연인: 토요일과 일요일 중 어느 날이 더 편해?",요즘 정말 마음이 무거웠겠다. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,177,435,X1
459,p219,cross_scenario,부적절,형제·자매,정보 공유,2,"나: 아까 물어보려던 건 해결했어?
동생: 담당자가 바뀐다고 공지가 왔는데 인수인계를 어디서부터 확인해야 할까?","응, 조금 더 들어보고 싶어. 네가 어떤 순간에 가장 힘든지 알고 싶어. 그중에서 네가 가장 기억에 남는 건 뭐야?",353,437,X1
460,p224,cross_scenario,부적절,연인,질문·요청,2,"나: 지난번에 물어본 건 답 왔어?
연인: 예약 인원은 네 명으로 넣으면 되는 거지?",네 의견이 빠진 채 결정돼서 속상했겠다. 다음에는 먼저 말할 기회를 달라고 이야기해보자.,244,450,X1
461,p225,cross_scenario,부적절,친구,질문·요청,3,"친구: 관련된 사람들과 얘기해서 정리했어.
나: 그 기준으로 진행하면 되는 거야?
친구: 예약 인원은 네 명으로 넣으면 되는 거지?",시작하기도 전에 막막할 만큼 지쳤구나. 오늘은 꼭 필요한 일 하나만 하고 나머지는 미뤄도 괜찮아.,133,454,X1
462,p226,cross_scenario,부적절,부모님,질문·요청,3,"아빠: 이번 주 가족 모임 참석자 명단에 이모도 추가해줄래?
나: 응, 성함만 다시 알려줘.
아빠: 박정희로 추가하면 돼.",그 상황이면 누구라도 힘들었을 거야. 당장 괜찮아지려고 애쓰지 않아도 돼.,12,455,X1
463,p227,cross_scenario,부적절,연인,질문·요청,3,"연인: 방법을 몇 가지 찾아봤는데 뭐가 맞는지 모르겠어.
나: 선택지가 어떻게 되는데?
연인: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?",기대했던 만큼 더 속상했겠다. 지금까지 버틴 것만으로도 충분히 잘했어.,65,456,X1
464,p230,cross_scenario,부적절,형제·자매,질문·요청,4,"나: 확인해줬으면 하는 게 있어?
언니: 내가 놓친 게 있는지 봐줬으면 해.
나: 뭔데? 말해봐.
언니: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 처리한 뒤 한 번 더 확인할게.,474,460,X1
465,p232,cross_scenario,부적절,연인,질문·요청,2,"나: 내가 도울 수 있는 일이면 말해봐.
연인: 내일 아침 일곱 시에 한 번 깨워줄 수 있어?",그 얘기를 꺼내기까지 생각이 많았겠다. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,232,465,X1
466,p235,cross_scenario,부적절,직장 관계(상사·동료),업무 대화,2,"나: 선택지 때문에 망설이는 부분이 있나요?
동료: 인수인계 문서는 어느 수준까지 자세히 작성해야 할까요?",그런 기분이 들면 혼자 견디기 힘들지. 그 상황이 왜 마음에 남는지 이해돼. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,241,470,X1
467,p236,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 마음에 걸리는 일 있으면 편하게 말해.
동생: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",계속 신경 쓰였을 텐데 잘 말해줬어. 조금 가라앉으면 다음 일을 같이 생각해보자.,401,473,X1
468,p242,cross_scenario,부적절,형제·자매,질문·요청,1,형: 회의 시간이 네 시로 바뀐 거 확인했어?,생각이 많아질 수밖에 없는 상황이었네. 한 번의 결과로 네 노력이 사라지는 건 아니야.,459,485,X1
469,p244,cross_scenario,부적절,형제·자매,질문·요청,2,"나: 아까 고민되는 게 있다고 했지?
오빠: 김치냉장고에서 소리가 나는데 바로 서비스센터에 연락해야 할까?","내가 가볍게 생각했어. 사람들 앞에서 불편하게 해서 미안하고, 다음부터는 먼저 물어볼게.",43,488,X1
470,p248,cross_scenario,부적절,연인,질문·요청,1,연인: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 필요하면 직접 만나서 이야기하자.,149,496,X1
